ca_volume,doc_id,granularity,scan,orig_page,tomo_leaf,savage_page,year,doc_date,date_text,date_confidence,author,recipient,place,people,places,themes,source_type,doc_type,detail,rating,ia_url,tomo,series,archive,summary,verified,cite
34,118,item,n39,39,,,1841,1841-01-02,1841-01-02,exact,Jueces de Paz de la Ciudad,,,,,admin,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n39,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,publish received decrees by bando (pp.176-77),,"Departmental State Papers, Los Angeles, MS, p. 39, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n39)"
34,1180,item,n476,476,,,1840,1840-02-17,1840-02-17,exact,Felipe Lugo,Prefecto,,,,legal,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n476,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,Juan P. Ontiveros left without notice & now appears with a passport from the Monterey artillery commander; asks what penalty the failure-to-notify merits (doc pp.151-152),,"Departmental State Papers, Los Angeles, MS, p. 476, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n476)"
34,1181,item,n476,476,,,1840,1840-02-15,1840-02-15,exact,Felipe Lugo,Prefecto,,,,legal,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n476,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,2 docs — remisión de causa (p.153); remits Vicente Mesa's[?] informed instancia (p.154) (doc pp.153-154),,"Departmental State Papers, Los Angeles, MS, p. 476, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n476)"
34,1182,item,n476,476,,,1840,1840-02-18,1840-02-18,exact,Felipe Lugo,Prefecto,,,,legal,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n476,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,remits Juan Padilla's informed instancia (doc p.155),,"Departmental State Papers, Los Angeles, MS, p. 476, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n476)"
34,1183,item,n477,477,,,1840,1840-02-08,1840-02-08,exact,Felipe Lugo,Prefecto,,,,legal,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n477,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,remisión de instancia (doc p.156),,"Departmental State Papers, Los Angeles, MS, p. 477, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n477)"
34,1184,item,n477,477,,,1840,1840-02-08,1840-02-08,exact,Juan B. Leandri,Tiburcio Tapia,,,,fiscal,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n477,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,Machado hasn't turned in the Prefecture's accounts; the schoolmaster & the secretary are owed their pay since last year — begs this be addressed (doc pp.157-158),,"Departmental State Papers, Los Angeles, MS, p. 477, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n477)"
34,1185,item,n477,477,,,1840,1840-02-08,1840-02-08,exact,Felipe Lugo,Tiburcio Tapia,,,,admin,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n477,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,transcribed his nota of the 7th to Antonio Machado (doc p.159),,"Departmental State Papers, Los Angeles, MS, p. 477, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n477)"
34,1186,item,n478,478,,,1840,1840-02-08,1840-02-08,exact,Juan B. Leandri,Prefecto,,,,land,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n478,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,remits an instancia & the diseño [map] of Máximo Naris[?] (doc p.160),,"Departmental State Papers, Los Angeles, MS, p. 478, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n478)"
34,1187,item,n478,478,,,1840,1840-02-07,1840-02-07,exact,Felipe Lugo,Prefecto,,,,admin,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n478,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,"on receiving the oficio, transcribed it to J. Antº Yorba at Rancho Sta Ana to make Juan Mª Cañedo & Andrés Ibarra appear (doc p.161)",,"Departmental State Papers, Los Angeles, MS, p. 478, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n478)"
34,1188,item,n478,478,,,1840,1840-02-06,1840-02-06,exact,Juan B. Leandri,Tiburcio Tapia,,,,legal,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n478,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,remits two instancias (doc p.162),,"Departmental State Papers, Los Angeles, MS, p. 478, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n478)"
34,1189,item,n479,479,,,1840,1840-02-06,1840-02-06,exact,Felipe Lugo,Prefecto,,,,legal; crime,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n479,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,encloses two criminal causas (doc p.163),,"Departmental State Papers, Los Angeles, MS, p. 479, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n479)"
34,119,item,n39–n40,39–40,,,1841,1841-01-04,1841-01-04,exact,Comte de la frontera de Baja Cal.,,,,,politics; conspiracy,Savage abstract,,,1,https://archive.org/details/168036072_80_16/page/n39,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,conveys the govt's thanks for the apprehension of Macedonio González (p.177),,"Departmental State Papers, Los Angeles, MS, p. 39–40, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n39–n40)"
34,1190,item,n479,479,,,1840,,1840-02,month,Felipe Lugo,Prefecto,,,,land; military,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n479,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,3 docs — remits J.A. Yorba's expediente + diseño (p.164); secured J.Mª Marín[?] (p.165); remits the deserter Dolores Higuera (p.166) (doc pp.164-166),,"Departmental State Papers, Los Angeles, MS, p. 479, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n479)"
34,1191,item,n479,479,,,1840,1840-02-06,1840-02-06,exact,Juan B. Leandri & Felipe Lugo,Prefecto,,,,fiscal,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n479,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,"juzgado income/expense return — collected ~$47/$52 in January; short $39.6/8 for the schoolmaster, secretary & alguacil's pay (doc pp.167-168)",,"Departmental State Papers, Los Angeles, MS, p. 479, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n479)"
34,1192,item,n480,480,,,1840,1840-02-22,1840-02-22,exact,H.D. Fitch (S. Diego),Prefecto Tapia,,,,admin; foreign-residents,Savage abstract,,,1,https://archive.org/details/168036072_80_16/page/n480,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,must embark on the national schooner *California* for a commission from the Governor — asks to be relieved of his [juez] commission (doc pp.169-170),,"Departmental State Papers, Los Angeles, MS, p. 480, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n480)"
34,1193,item,n480,480,,,1840,1840-02-06,1840-02-06,exact,Juan Mª Marrón (S. Diego),Prefecto,,,,commerce; admin,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n480,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,3 docs — summoned Santiago Ríos & Nazario Domingo[?] to the Prefecture (p.171); published the Gov's order ending the comercio de cabotaje [coastal trade] (p.172); noted Felipe Lugo has acted as Juez de 1ª Inst. since 26 Jan (p.173) (doc pp.171-173),,"Departmental State Papers, Los Angeles, MS, p. 480, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n480)"
34,1194,item,n481,481,,,1840,1840-02-22,1840-02-22,exact,José Antº Estudillo (S. Diego),Prefecto,,,,fiscal,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n481,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,received the order to pay fund expenses & remit quarterly income/expense statements (doc pp.174-175),,"Departmental State Papers, Los Angeles, MS, p. 481, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n481)"
34,1195,item,n481,481,,,1840,1840-02-22,1840-02-22,exact,Juan Mª Osuna (S. Diego),Prefecto,,,,crime; foreign-residents,Savage abstract,,,1,https://archive.org/details/168036072_80_16/page/n481,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,still cannot establish who murdered 'Mr. Luis' (ties Doc 1133) (doc p.176),,"Departmental State Papers, Los Angeles, MS, p. 481, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n481)"
34,1196,item,n481,481,,,1840,1840-02-22,1840-02-22,exact,Juan Mª Osuna (S. Diego),Prefecto,,,,legal,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n481,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,"searched the archive: no 1837 law found, but Libro 9º of the Recopilación [de Indias] says the pueblos are to be armed for their defense (doc p.177)",,"Departmental State Papers, Los Angeles, MS, p. 481, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n481)"
34,1197,item,n482,482,,,1840,1840-02-22,1840-02-22,exact,Juan Mª Osuna (S. Diego),Prefecto,,,,fiscal; admin,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n482,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,"4 docs — monthly income/expense account (remitted to Gov, p.178); ack re the frontier commander's pursuit of a reo (p.179); asks leave to attend his own affairs & to leave the suplente in charge, notes no secure jail (p.180); asks the Gov for a gratification for juzgado expenses, the secretary won't continue unpaid (p.181) (doc pp.178-181)",,"Departmental State Papers, Los Angeles, MS, p. 482, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n482)"
34,1198,item,n483,483,,,1840,1840-02-22,1840-02-22,exact,Juan Mª Osuna (S. Diego),Prefecto,,,,indian-affairs; crime,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n483,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,2 docs — the Indians of San Dieguito complained [in person] of a theft of 2 head of cattle — named an impartial judge to try & punish if guilty (p.183); ack re clothing recognized on Luyré[?] (p.184) (doc pp.183-184),,"Departmental State Papers, Los Angeles, MS, p. 483, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n483)"
34,1199,item,n483,483,,,1840,1840-02-22,1840-02-22,exact,José Antº Estudillo (S. Diego),Prefecto,,,,land; admin,Savage abstract,,,1,https://archive.org/details/168036072_80_16/page/n483,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,"Fitch resigned the commission to survey the lands of San Alejo[?], San Diego & San Dieguito — must leave the Department on the Gov's commission (doc pp.185-186)",,"Departmental State Papers, Los Angeles, MS, p. 483, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n483)"
34,120,item,n40,40,,,1841,1841-01-04,1841-01-04,exact,Juez de la frontera de Baja Cal.,,,,,politics; conspiracy,Savage abstract,,,2,https://archive.org/details/168036072_80_16/page/n40,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,take depositions on González's _pronunciamiento_ from persons believed involved or who know something (p.178),,"Departmental State Papers, Los Angeles, MS, p. 40, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n40)"
34,1200,item,n484,484,,,1840,,1840-02,month,Tiburcio Tapia,Jueces de Paz / 1ª Inst.,,,,legal; admin,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n484,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,"5 docs — on establishing the Supremo Tribunal, report the Gutiérrez & Dolores Sepúlveda causas (p.187); send Ávila's causa to the Tribunal Superior (p.188); apply the Law of 20 Mar 1837 (recusal in kin's causas, pp.190-4); the estate of the late Marmer[?] at Rancho S. Pascual (Henrique Sepúlveda; José Pérez, pp.192-4); forwards a complaint-oficio to the Gov (p.195) (doc pp.187-195)",,"Departmental State Papers, Los Angeles, MS, p. 484, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n484)"
34,1201,item,n485,485,,,1840,,1840-02–03,month,Tiburcio Tapia,Felipe Lugo,,,,admin; legal,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n485,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,"9-item bundle (Feb 26–Mar 7) — don't disturb the mojoneras of the [S. Pacífico?] tract (pp.196-7); apprehend a deserter (p.198); check Rancho S. [Pascual] for a fugitive, else issue a requisitoria (pp.199-200); circulate the Law of 20 Mar (p.201); the deserter J.Mª Martínez held under guard (pp.202-3); summon Cañedo & Ibarra (p.204); juzgado expenses (pp.205-6); embargo Luisa's[?] clothing for a debt (pp.207-8); remit the fondos-de-propios accounts (pp.209-10) (doc pp.196-210)",,"Departmental State Papers, Los Angeles, MS, p. 485, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n485)"
34,1202,item,n486,486,,,1840,,1840-02,month,Tiburcio Tapia,Juez de Paz,,,,land; admin,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n486,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,"4 docs — summon Franco Sepúlveda, Franco Marqués & Isidro Reyes (p.213); Joaquín Nieto[?] matter (p.214); ⭐ remits the posesión decree of Rancho S. Vicente y Sta Mónica in favor of Franco Sepúlveda (p.215, ties Doc 1174); keep Juan P. Ontiveros in posesión per the Gov (pp.216-7) (doc pp.213-217)",,"Departmental State Papers, Los Angeles, MS, p. 486, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n486)"
34,1203,item,n486,486,,,1840,1840-02-26,1840-02-26,exact,Pedro Cordero (Sta Bárbara),Juez de Paz de los Angeles,,,,fiscal; legal,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n486,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,"Ignacio Sepúlveda to pay Antonio Rodríguez 36 pesos for a horse he took, made to pay before leaving (doc pp.218-219)",,"Departmental State Papers, Los Angeles, MS, p. 486, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n486)"
34,1204,item,n487,487,,,1840,1840-02-27,1840-02-27,exact,José Mª Villa (San Fernando),Juez de Paz Felipe Lugo,,,,admin,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n487,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,"re the pueblo [official] Macedonio González, informed (doc pp.220-221)",,"Departmental State Papers, Los Angeles, MS, p. 487, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n487)"
34,1205,item,n487,487,,,1840,1840-02-21,1840-02-21,exact,Juan B. Leandri & Felipe Lugo,rancho-holders/owners,,,,indian-raiding; crime,Savage abstract,,,1,https://archive.org/details/168036072_80_16/page/n487,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,"despite repeated bandos, many horse-thefts noted, appearing on the New-Mexicans' departure & committed by Indians & vagos — watch to prevent them (doc pp.222-223)",,"Departmental State Papers, Los Angeles, MS, p. 487, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n487)"
34,1206,item,n487–n490,487–490,,,1840,1840-03-29,1840-03-29,exact,Felipe Lugo,Juan B. Leandri,,,,cattle-economy; indian-affairs; bando,Savage abstract,,,2,https://archive.org/details/168036072_80_16/page/n487,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,"publishes a 14-article *bando de buen gobierno* on the cattle economy (branding/rodeo control, Indian horse-use, 8pm Indian night-curfew, fire, movement passes, urban dairy cattle, anti-rustling) — see E27 (doc pp.220-225)",,"Departmental State Papers, Los Angeles, MS, p. 487–490, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n487–n490)"
34,1207,item,n490,490,,,1840,,1840-03,month,Felipe Lugo,Prefecto,,,,legal,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n490,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,"to pursue Brígido Morillo's causa, requests another lawyer/escribiente (doc p.226)",,"Departmental State Papers, Los Angeles, MS, p. 490, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n490)"
34,1208,item,n491,491,,,1840,1840-03-11,1840-03-11,exact,Felipe Lugo,Prefecto,,,,legal,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n491,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,Antonio Y. Ávila handed over the reo Brígido Morillo (jailed); the causa belongs to the Juzgado 2º per the Law of 20 Mar 1837 (doc pp.227-228),,"Departmental State Papers, Los Angeles, MS, p. 491, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n491)"
34,1209,item,n491,491,,,1840,1840-03-25,1840-03-25,exact,Raimundo Carrillo (Sta Bárbara),Prefecto,,,,admin,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n491,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,the Gobierno accepted the Juez de Paz's resignation (doc pp.229-230),,"Departmental State Papers, Los Angeles, MS, p. 491, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n491)"
34,121,item,n40,40,,,1841,1841-01-06,1841-01-06,exact,Juez de Paz de la Ciudad,,,,,admin,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n40,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,adjunta oficio (p.180),,"Departmental State Papers, Los Angeles, MS, p. 40, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n40)"
34,1210,item,n491,491,,,1840,1840-03-22,1840-03-22,exact,Juan Mª Osuna (S. Diego),Prefecto,,,,admin,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n491,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,announced to the public that the Junta Departamental is now functioning (doc p.231),,"Departmental State Papers, Los Angeles, MS, p. 491, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n491)"
34,1211,item,n492,492,,,1840,1840-03-19,1840-03-19,exact,José Antº Estudillo & Rosario Aguilar (S. Diego),Prefecto,,,,land,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n492,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,forward the two survey expedientes of the San Alejo[?] & San Dieguito tracts with their informes (doc pp.232-233),,"Departmental State Papers, Los Angeles, MS, p. 492, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n492)"
34,1212,item,n492,492,,,1840,1840-03-16,1840-03-16,exact,Felipe Lugo,Tiburcio Tapia,,,,crime,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n492,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,remits the prisoner Ramón Valencia (doc pp.234-235),,"Departmental State Papers, Los Angeles, MS, p. 492, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n492)"
34,1213,item,n492,492,,,1840,1840-03-02,1840-03-02,exact,"Octaviano Gutiérrez, Comte de Artillería (Sta Bárbara)",Prefecto,,,,military,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n492,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,the jailed artilleryman José Mª Martínez was on temporary leave to earn his living — asks his release (doc pp.236-237),,"Departmental State Papers, Los Angeles, MS, p. 492, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n492)"
34,1214,item,n493,493,,,1840,1840-03-05,1840-03-05,exact,Juan B. Leandri,Prefecto Tapia,,,,legal,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n493,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,"encloses José Sepúlveda's expediente, says he has no more evidence (doc p.238)",,"Departmental State Papers, Los Angeles, MS, p. 493, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n493)"
34,1215,item,n493,493,,,1840,1840-03-31,1840-03-31,exact,Juan Mª Osuna,Prefecto,,,,crime; fiscal,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n493,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,seized 2 hides from José Serrano (doc p.239),,"Departmental State Papers, Los Angeles, MS, p. 493, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n493)"
34,1216,item,n493,493,,,1840,1840-03-26,1840-03-26,exact,Raimundo Carrillo (Sta Bárbara),Prefecto,,,,admin,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n493,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,resumes his functions as propietario; C. Antonio Olivera served as interino (doc pp.240-241),,"Departmental State Papers, Los Angeles, MS, p. 493, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n493)"
34,1217,item,n494,494,,,1840,1840-03-02,1840-03-02,exact,Antonio Olivera (Sta Bárbara),Felipe Lugo,,,,fiscal; crime,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n494,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,the reos on the enclosed list are secured; the fondos de propios barely cover municipal costs — asks LA remit ~20 pesos/month for the prisoners' upkeep (doc pp.242-243),,"Departmental State Papers, Los Angeles, MS, p. 494, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n494)"
34,1218,item,n494,494,,,1840,1840-03-02,1840-03-02,exact,Macedonio González (San Fernando),Felipe Lugo,,,,admin,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n494,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,"cannot appear at the juzgado for now, being ill (doc pp.244-245)",,"Departmental State Papers, Los Angeles, MS, p. 494, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n494)"
34,1219,item,n494,494,,,1840,1840-03-17,1840-03-17,exact,Tiburcio Tapia,Felipe Lugo,,,,crime,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n494,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,acknowledges the list of prisoners remitted to the Sta Bárbara jail (doc pp.246-247),,"Departmental State Papers, Los Angeles, MS, p. 494, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n494)"
34,122,item,n40,40,,,1841,1841-01-05,1841-01-05,exact,Juez 1ª Inst. de la Ciudad,,,,,legal; trade,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n40,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,"encloses expediente on the embargo of goods seized from Estanislao [Armenta?] (pp.181-83, 4 docs)",,"Departmental State Papers, Los Angeles, MS, p. 40, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n40)"
34,1220,item,n495,495,,,1840,1840-03-16,1840-03-16,exact,Felipe Lugo,Juan B. Leandri,,,,fiscal; foreign-residents,Savage abstract,,,1,https://archive.org/details/168036072_80_16/page/n495,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,Abel Stearns claims Vicente de la Osa sold his house but owes him a sum — asks the buyer be stayed until de la Osa pays Stearns (doc pp.248-249),,"Departmental State Papers, Los Angeles, MS, p. 495, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n495)"
34,1221,item,n495,495,,,1840,1840-03-05,1840-03-05,exact,Tiburcio Tapia,Juez de 1ª Inst.,,,,military,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n495,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,send the jailed artilleryman José Mª Martínez to the Prefecture to be released (doc p.250),,"Departmental State Papers, Los Angeles, MS, p. 495, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n495)"
34,1222,item,n495,495,,,1840,1840-03-03,1840-03-03,exact,Pedro Cordero (Sta Bárbara),Juez de Paz/1ª Inst. Angeles,,,,fiscal,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n495,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,sent Manuel Soto to pay Franco Badilla what he owes (doc pp.251-252),,"Departmental State Papers, Los Angeles, MS, p. 495, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n495)"
34,1223,item,n496,496,,,1840,1840-03-09,1840-03-09,exact,Pedro Cordero (Sta Bárbara),Juez de 1ª Inst. Angeles,,,,crime,Savage abstract,,,0,https://archive.org/details/168036072_80_16/page/n496,Prefecturas y Juzgados I–IV,"Departmental State Papers, Los Angeles",BANC MSS C-A 34,"on individuals traveling without passports (Pablo Cruz, José del Puerto) — merit public-works punishment as vagos/thieves (doc pp.253-254)",,"Departmental State Papers, Los Angeles, MS, p. 496, Archives of California, BANC MSS C-A 34, Bancroft Library, University of California, Berkeley (original destroyed 1906; digitized scan n496)"
