record_id,ca_volume,doc_id,scan,ia_url,author,recipient,place,date,scan_pin,orig_page,savage_page,summary_fidelity,omissions,note
ca29-d77,29,77,n111–n112,https://archive.org/details/168036073_80_11_3/page/n111,OK,NA,OK,OK,OK,OK,OK,PARTIAL,OK,"Leaves read: 168036073_80_11_3 n111 (stamped 114, ink 113) and n112 (stamped 115, ink 114); document genuinely spans both, ending ""pp. 271-2"" at the head of n112 — orig_page and the n111–n112 pin both confirmed. Heading: ""1836 – Julio 17 – San Diego. / Joaq.n Blanco. / Pase de un Soldado á otra compañia."" RECIPIENT NA: Savage's heading names no addressee; the body only says ""ante US. dice"" (unnamed superior; the endorsement chain runs to the Comte. General). SUMMARY PARTIAL: the catalogue calls it ""la compañía presidial de San Diego"", but the leaf reads ""Joaq.n Blanco sold.o de la comp.a de caball.a perman.te de San Diego"" — 'permanente' and 'presidial' are distinct categories, and the leaf's term was replaced. Endorsements otherwise confirmed verbatim: ""En San Gabriel Ago.to 12 de 1836 = Ign.o del Valle..."", ""En San Gabriel Agost.o 13 de 1836 = Nicolas Gutierrez...""; a third marginal endorsement (San Diego, Ag.to 10, 1836, Juan Salazar) is not mentioned. savage_page 114–115 = the stamped numbers. Flag (adjacent record, not graded here): d079 is pinned n112–n113 but the entry beginning at the foot of n112 reads ""1846[1836] Julio 19 Santa Barb.a / Guill.mo B. Dana, Alcalde Constitucional, á Gefe Politico Mariano Chico"", against d079's 1836-07-17 / place ""[Santa Cruz?]"" / author ""Alcalde""."
ca29-d335,29,335,n268,https://archive.org/details/168036073_80_11_3/page/n268,OK,OK,OK,OK,OK,OK,OK,OK,OK,"Leaf read: 168036073_80_11_3 n268 (stamped 273, ink 272). Verbatim: ""1839 – Julio 10 – Sonoma / Vallejo al Comis.o Interino. / Que no hay bastante para el pago de las tropas y empleados del Departam.to q.e el Comte. Gral. podrá ausiliar con 8 ó 10,000 pesos. pp. 669-70"". Every field matches; the summary reproduces the abstract almost verbatim. 'M. G.' before Vallejo is an identification expansion, not on the leaf but uncontested. Omissions: the leaf's other three entries (Vallejo á Gob. Alvarado p.671; José Rafael Gonzales p.672; Santiago Maguinse p.673) are catalogued as d336, d337, d338."
ca30-d184,30,184,n108,https://archive.org/details/168036073_80_12/page/n108,OK,OK,OK,OK,OK,OK,OK,WRONG,OK,"Leaf read: 168036073_80_12 n108 (stamped 108, ink 107). Heading confirmed: ""1844 = Abril 20 = Monterey. / Pablo de la Guerra al Alcalde.""; foot ""p. 637-638"". SUMMARY WRONG on two counts. (1) Distance: the leaf reads ""unos bultos que se encontraron á 1 legua de la poblacion"" — numeral verified at high magnification and the noun is singular 'legua'; the catalogue says ""hallados á 5 leguas de la población"". (2) The catalogue's ""dos frascos/bultos de dueño disputado"" misparses the sentence: the leaf reads ""Que venga para que se abran en su presencia y en la de dos franceses que se dicen dueños de ellas, unos bultos..."" — 'dos' belongs to ""dos franceses"" (two Frenchmen claiming ownership, a fact dropped entirely), and the bundles are ""unos bultos"", unquantified. savage_page OK: 107 is the ink number written on the leaf (the stamped page is 108) — note the catalogue's page series is inconsistent across volumes (ca29 records the stamp, ca30/ca31 the ink number). Omissions: the leaf's other two entries (sin firma, 1845 Dic 20, p.634; Mazatlán, p.636) are catalogued as d182 and d183."
ca30-d423,30,423,n253–n254,https://archive.org/details/168036073_80_12/page/n253,OK,OK,OK,OK,PARTIAL,OK,WRONG,PARTIAL,OK,"Leaves read: 168036073_80_12 n253 (stamped 253, ink 127) and n254 (stamped 254, ink 128). Entry verbatim: ""1845 = Sbre 26 = Monterey. / José Abrego á Pico / Sobre pago de libranzas. / Q.e Mellus se resiste á recibir de Larkin los $500 de su libranza, p.r querer plata; q.e por honra del Gob.o, preguntó á Hijar de q.e modo se deben hacer esos pagos; pues q.e hay otras q.e tendran q.e cubrirse. Q.e le resuelva pronto las consultas q.e le remitió. pp 432-3."" SAVAGE_PAGE WRONG: the record cites 251–252, but the two leaves bear 253/254 (stamped) and 127/128 (ink) — 251 appears nowhere; verified at magnification on n253 and on n280 that no third number exists in the margins. SCAN_PIN PARTIAL: the document is complete on n253 (heading, body and page-cite, with blank ruling below); n254 opens with a new dated entry (Fran.co Rico á Pico, Sbre 30, p.434 = d424), so the n253–n254 span is overstated by one leaf. SUMMARY PARTIAL: substance is a faithful rendering, but ""[William] Mellus"" inserts a given name the leaf does not supply (it reads only ""Mellus""). Omissions: n253's other content (tail of d421, ""tiene pedida una licencia p 429""; Diego Olivera á Pico pp.430-1 = d422) and all three entries on n254 (d424–d426) are catalogued."
ca30-d472,30,472,n280–n281,https://archive.org/details/168036073_80_12/page/n280,OK,OK,OK,OK,OK,OK,WRONG,OK,OK,"Leaves read: 168036073_80_12 n280 (stamped 280, ink 154) and n281 (stamped 281, ink 155); the document genuinely spans both. Verbatim: ""1844 – Julio 19 – Angeles. / Varias firmas al Ayuntami.to. / Solicitud de 14 individ.s pidiendo q.e no se abra el callejon, (mencionado ántes) p.r ser nocivo; pues q.e allí van á jugar los sirvientes lo q.e han robado á sus amos &c &c, no siendo ademas necesario q.e exista. (Se acordó q.e pase á la Asamblea). pp 526-7."" The starred quotation is exact and orig_page VI·526–527 is confirmed. SAVAGE_PAGE WRONG: the record cites 278–279; the leaves carry 280/281 (stamped) and 154/155 (ink) — a magnified sweep of the n280 top strip shows only '280' and '154'. The ""(de Pryor)"" identification is supported by the flanking entries on the same leaves (d471 and d473 both name ""el callejon de Pryor""); ""14 vecinos"" for the leaf's ""14 individ.s"" is trivial. Omissions: all other entries on n280–n281 are catalogued (d470, d471, d473, d474)."
ca30-d486,30,486,n286–n287,https://archive.org/details/168036073_80_12/page/n286,OK,NA,OK,OK,OK,OK,WRONG,OK,OK,"Leaves read: 168036073_80_12 n286 (stamped 286, ink 160) and n287 (stamped 287, ink 161); the document spans both, ending ""cunstancias. pp 559-60"" at the head of n287 — orig_page VI·559–560 confirmed. Verbatim: ""1845 – Abril 7 – Angeles. / Sanchez – Coronel – Bacilio Valdes / Ricardo Uribe de 33 años, sentenciado á destierro perpetuo á Sta Bárb.a; p.a q.e pase á Sonoma á cumplir su condena, p.r exigirlo las circunstancias."" Author expansions (V. Sanchez → Vicente, Yg Coronel → Ignacio) are supported by the two entries above on the same leaf; 'Bacilio'→'Basilio' is orthographic. Recipient NA: this is a sentencia with three signatories and no addressee on the leaf. SAVAGE_PAGE WRONG: the record cites 284–285; the leaves bear 286/287 (stamped) and 160/161 (ink). Omissions: the leaf's other entries (Montalván sentence pp.555-6 = d484; Uribe consignment pp.557-8 = d485; on n287 p.561 = d487 and pp.562-5 = d488) are all catalogued."
ca31-d50,31,50,n31,https://archive.org/details/168036073_80_13_2/page/n31,OK,OK,OK,OK,OK,OK,OK,OK,OK,"Leaf read: 168036073_80_13_2 n31 (stamped 32, ink 31). Verbatim: ""1846. Junio 30 Sta Barb.a / Gobr. Pico á Thompson – Pesca de Nutrias. / Le concede lo q.e anteriorm.te pide, bajo condicion de no dañar la cria – y de pagar los derechos conforme el número de nutrias q.e pesque. p. 119."" Every field matches, including the quoted 'no dañar la cría'. savage_page 31 is the ink number on the leaf (the stamped page is 32) — consistent with this volume's practice, but note the cross-volume inconsistency (ca29 records the stamped number). Omissions: the leaf's other two entries (Moreno á Stearns, Junio 29, pp.115-6; A. B. Thompson al gobr., Junio 30, pp.117-8) are catalogued as d048 and d049."
ca31-d143,31,143,n96,https://archive.org/details/168036073_80_13_2/page/n96,OK,OK,OK,OK,OK,OK,OK,OK,OK,"Leaf read: 168036073_80_13_2 n96 (stamped 94, ink 91). Verbatim: ""1846. Julio 2. Ang.s / Stearns al secr.o de gob.no  Borrador. – Ayunt.to [interlined: Medidas de defensa.] / Dice q.e luego q.e recibió la nota de 29 hizo convocar el Ayuntam.to á sesion estraordinaria – q.e presentó las circunst.s críticas del pais y q.e á consecuencia se nombró una comision q.e informase, la cual luego presentó su opinion como en el documento adj.to se halla – Q.e la junta 'satisfizo' q.e Junio 30 había mandado 14 hombres bajo mando de J. Gallardo – y q.e continuará haciendo lo posible &c – p. 331-2."" All fields match; the catalogue's quoted phrase silently expands the leaf's abbreviation ""las circunst.s críticas del pais"", which is legitimate. savage_page 91 = the ink number (stamped page is 94). Omissions: the leaf's only other entry (Stearns al alcalde 1º inter.o, Bando, p.338) is catalogued as d144."
ca32-d46,32,46,n86–n90,https://archive.org/details/168036073_80_14/page/n86,OK,OK,OK,OK,OK,OK,OK,OK,WRONG,"Read leaves n86–n90 of 168036073_80_14 (stamped 87, 88, 89, 90, 91 at top right). n86: '1831. Oct. 27 (Mont.) / (Comand.te Gen.l Man.l Victoria – al Ministro de Guerra – Méx.) / (Este doc. es un borrador sin firma, y no espresa de donde salió – parece ser de Victoria) / Manifiesta las razones por que no conviene que remitan á este Territorio oficiales ú otra clase de individuos, partidarios de revoluciones.' n87 supplies 'las debilidades de mi antecesor D.n José M.a Echeandía' and 'El Capitan grad.o D.n Leonardo Barroso … la causa sobre el despojo y tropelías cometidas en el pueblo de los Angeles contra el Alcalde de aquel Ayuntam.to'. Doc (a) is footed 'pp 112 – 112½' (n88); doc (b) opens on the same leaf '1831. Oct. 26. (Mont.) / (Este es un borrador sin firma ni lugar – evidentemente es del Comand.te Gen.l Victoria al Ministro de Guerra en Méj.) / Sobre socorros á las tropas, y su interes por favorecer á los militares' and is footed 'pp 113 – 4' (n90). Every element of the abstract is on the leaves verbatim: 'el Berg.n ingles ""Ayacucho"" procedente de Lima del cargo de Estevan Anderson, cuyos derechos importáron cosa de $11,000'; 'ha quedado remediada de momento la suma desnudez y miseria'; 'estrechado á permitir la importacion del paño que es artículo prohibido'; 'No he hallado oportuno que se me haga abono alg.o p.a mis urgencias particulares, procurando de este modo no agravar estos cortos recursos'. Page span 112–114 therefore confirmed (the tomo prefix 'XIV:' is not written on these leaves, so that part of the citation is not checkable here). OMISSION: the head of leaf n86 (Sav p.87) carries a further entry no catalogue record covers — '+ 1842 Nov. 9 Los Angeles. / Ambrosio Gómez. Encargado del Hospital. / p 101.' The neighbouring record ca32-d44 (scan n81–n85, Sav 82–86, orig XIV:1–95) stops one leaf and six original pages short of it, and no ca32 record mentions Ambrosio Gómez or tomo page 101; it looks like the tail item of d44's receipts digest left uncatalogued by an understated span."
ca33-d46,33,46,n34,https://archive.org/details/168036073_80_15/page/n34,OK,OK,OK,OK,OK,OK,OK,PARTIAL,OK,"Read leaf n34 of 168036073_80_15 (stamped '34' top right, with Savage's underlined '34' beneath). First entry: '1844. = Mayo 11. = Monterey. / Marcelino Escobar al Sec.o de Gob.n / Que ponga y observe por la observancia del decreto sobre robos de cueros. / pp = 110 = 11.' Author, recipient, place, date, orig pages (110–111) and Savage page all match. Summary imprecise: the catalogue transcribes the abstract as 'Que pone y obra por la observancia del decreto sobre robo de cueros' where the leaf reads 'Que ponga y observe … sobre robos de cueros' (verified on a 1.6× enlargement of the line). Substance — enforcing the hide-theft decree — is preserved, so PARTIAL not WRONG. No omission: the leaf's other two entries ('1844 = Junio 3 = Monterey. Florencio Serrano al Secretario del Despacho. Avisa la postulacion de la terna. pp = 112 = 14' and '1844 = Julio 10 = Monterey. El mismo al Gobernador … pp = 115 = 19') are carried by ca33-d47 and ca33-d48. (Aside, not this record: d47 records 1844-06-05 where the leaf reads 'Junio 3'.)"
ca34-d52,34,52,n18,https://archive.org/details/168036072_80_16/page/n18,WRONG,PARTIAL,PARTIAL,OK,OK,OK,PARTIAL,WRONG,OK,"Read leaf n18 of 168036072_80_16. The entry is the second on the leaf: '+ 1840 = S.bre 5. = Angeles. / Prefecto  á  Sub Prefecto de S.ta Barb.a / — Que se remita á Joaq.n Pereira poniendolo á disposicion del Juez de 1.a Inst.a de dicha Ciudad. p. 93.' AUTHOR WRONG: the writer is the Prefecto (at Angeles); the catalogue enters the addressee, 'Sub-prefecto de Sta Bárbara', as author — the direction of the letter is reversed. (Same defect in the two neighbours on this leaf: d51 and d53 likewise record the addressee as author, while the n74 stretch gets it right.) RECIPIENT blank although the leaf names 'á Sub Prefecto de S.ta Barb.a'. PLACE blank although the dateline gives 'Angeles'. SUMMARY WRONG on the one name it carries: the leaf reads 'Joaq.n Pereira' (checked at 4× enlargement — P-e-r-e-i-r-a, no 'lt' ligature), not 'Joaquín Peralta'; the action ('poniendolo á disposicion del Juez de 1.a Inst.a de dicha Ciudad') is right. Date ('S.bre 5' = 5 Sept 1840) and orig page ('p. 93') correct. SAVAGE PAGE: leaf n18 carries two numbers — Savage's ink '18.-' and the stamped '19' below it. The catalogue's 18 follows the ink series; every other C-A 34 leaf I read follows the stamp (n74→75, n132→133, n203→204, n410→410, n455→455, n520→520), and the switch is at n59 exactly (n59 = ink 59 / stamp 60, catalogued 60 in d178; n40 = ink 40 / stamp 41). So this record's savage_page is one below the volume's own stamped pagination — graded PARTIAL because the number does appear on the leaf, but it is the section foliation, not the page stamp. No omission: all three entries on n18 are catalogued (d51, d52, d53)."
ca34-d235,34,235,n74,https://archive.org/details/168036072_80_16/page/n74,OK,OK,PARTIAL,OK,OK,OK,OK,OK,OK,"Read leaf n74 of 168036072_80_16 (ink '74.' and stamp '75' at top right). First entry: '+ 1841. = Julio 13. = Angeles. / Prefecto á Juez de S.n Diego. / — Acusa recibo de oficio en que le pide armas. — p 332.' Author, recipient, date, orig page (p.332), savage page (stamp 75) and abstract all match. PLACE field blank although the dateline gives 'Angeles'. No omission: the leaf's other three entries ('Al mismo ,, 16 — Adjunta oficio – pp 333-34'; 'A Juezes 1.º y 2.º de la Ciudad ,, 20 — Que cite á vecinos – p. 334'; 'A Juez de S.n Diego ,, 20 — Sobre fondos municipales – pp 335-36') are carried by d236, d237, d238."
ca34-d408,34,408,n132,https://archive.org/details/168036072_80_16/page/n132,NA,NA,NA,NA,OK,OK,OK,OK,OK,"Read leaf n132 of 168036072_80_16 (stamp '133' with ink '132' beside it). The first line of the leaf is exactly '+ Carátula   p. 695.' — no author, no addressee, no place, no date are given, so those four fields are legitimately empty. Orig page (p.695), savage page (stamp 133) and the abstract 'carátula' all match. No omission: the leaf's three further entries are catalogued — '1833. = Agosto 6 = Angeles. Juan B. Alvarado á Alcalde. Sobre terreno. p 696' (d409); '1833. = Agosto 29 = Angeles. Ant.o M.a Osio á Alcalde … pp 698 = 99' (d410); '1833 – Octubre 15 – S.ta Barbara. Agustin V. Zamorano sobre eleccion de Diputado á Congreso Gral … José Figueroa Grâl de Brigada' (d411, n132–n136). (Aside, not this record: d410 records 1833-08-27 where the leaf reads 'Agosto 29'.)"
ca34-d543,34,543,n203,https://archive.org/details/168036072_80_16/page/n203,OK,OK,PARTIAL,WRONG,OK,OK,OK,PARTIAL,OK,"Read leaf n203 of 168036072_80_16 (stamp '204', ink '25.'). First entry: '+ 1836. – En.o 28. – S. Fernando. / Ant.o del Valle — á Requena Alcalde de los Ang.s / Comunica: que habiendo sido intolerables los continuos robos de caballada y ganado mayor cometidos por el indio Rafael de aquella mision, mandó perseguirlo hasta lograr su aprehension, la que verificada, lo participó al Comand.te Gral D. Nicolas Gutierrez, quien le previno lo pusiese á disposicion de ese Juzgado á cuyo efecto se lo remitió, esperando le acusase el correspond.te recibo. / pp.136-37.' DATE WRONG: the leaf reads 'En.o 28', not 24; the same '28' is written in the dateline of the next entry on the leaf ('1836. – En.o 28 – S. Fernando', catalogued correctly as 1836-01-28 in d544), and '24' occurs only inside that second document's text ('que le pasó en 24 del corriente'). PLACE field blank, though the leaf's dateline gives 'S. Fernando' (the catalogue carries it parenthetically inside the author field instead). SUMMARY PARTIAL: substantively right, but 'remits him via Comte Nicolás Gutiérrez' misstates Gutiérrez's role — the leaf has del Valle report the capture to Gutiérrez, who then instructed him to place the Indian at the disposal of that court ('quien le previno lo pusiese á disposicion de ese Juzgado'). Orig pages (136–37) and savage page (stamp 204) correct. No omission: both entries on n203 are catalogued (d543, d544)."
ca34-d995,34,995,n410,https://archive.org/details/168036072_80_16/page/n410,OK,PARTIAL,PARTIAL,OK,OK,OK,OK,OK,OK,"Read leaf n410 of 168036072_80_16 (stamp '410', ink '59.'), including a scale=1 enlargement of the dateline. First entry: '+ 1840 - Nov.e 14 - Angeles. / S. Argüello al Juez de Paz y de 1.a Instancia. / Que haga saber á los dueños de Ranchos ó sus mayordomos en el transito de los Nietos á S.n Joaquin, q.e se ha ordenado hace mucho tiempo q.e se conduzcan los correos de Rancho á Rancho &. – pp. 400-1.' The day glyph is ambiguous at first sight but is this clerk's flourished open form of 4: the identical glyph closes 'pp. 402-4' further down the same leaf, so 1840-11-14 is correct. RECIPIENT PARTIAL: the leaf says 'al Juez de Paz y de 1.a Instancia'; the catalogue records only 'Juez'. PLACE blank although the dateline gives 'Angeles'. Orig pages (400–1), savage page (stamp 410), scan pin and the abstract (rancho-to-rancho mail relay along the Nietos → S. Joaquín transit) all match. No omission: the leaf's other two entries ('1840 - Nov.e 12 - Angeles … Abel Stearns … pp. 402-4' and 'Nov.e 20 – Remitir las diligencias promovidas contra Abel Stearns pr. contrabando – pp. 405-6') are d996 and d997."
ca34-d1121,34,1121,n455–n456,https://archive.org/details/168036072_80_16/page/n455,OK,OK,PARTIAL,OK,OK,OK,OK,OK,OK,"Read leaves n455 (stamp '455', ink '10') and n456 (stamp '456', ink '11') of 168036072_80_16. Fourth entry on n455: '+ 1840 Enero 20 Angeles / Felipe Lugo al Prefecto / Dá parte de que presentó una demanda José Sepulveda diciendo que Teodosio Yorba lo quie[re] asesinar', continuing at the head of n456: 'asesinar que los sitó al Juzgado, y que Sepulveda no quiso comparecer, que le diga que ha[cer] sobre el particular. / p.p. 35-36.' Author, recipient, date, both page systems (orig 35–36; savage stamps 455–456) and the two-leaf span all match, and the abstract is faithful (it omits only Lugo's closing request for instructions). PLACE blank although the dateline gives 'Angeles'. No omission: every entry on the two leaves is catalogued — n455: d1118 (T. Yorba, Sta Ana, 'Servicio ordinario de Correos', p.31-2), d1119 (Dolores Lugo instancia, p.33), d1120 (Fran.co Figueroa instancia, p.34), d1121; n456: d1122 (Luis Lamoureux, p 37-8), d1123 (p.39), d1124 (p.40). (Aside, not this record: the leaf dates d1124's entry '1840 Enero 16', where the catalogue has 1840-01-14.)"
ca34-d1280,34,1280,n520,https://archive.org/details/168036072_80_16/page/n520,OK,OK,PARTIAL,OK,OK,OK,OK,OK,OK,"Read leaf n520 of 168036072_80_16 (stamp '520', ink '86'). Third entry: '1840 - Mayo 18. Sta Barbara / Antonio Olivera al Juez de Paz de los Angel.s / Recomienda aprenda á 2 indios ladrones de Caballada, que tomaron ese rumbo. / pp. 400 1.' Author, recipient, date, orig pages (400–401), savage page (stamp 520), scan pin and abstract all match exactly. PLACE field blank, though the leaf's dateline gives 'Sta Barbara' (carried parenthetically in the author field instead). No omission: the leaf's other content is covered — the continuation at the head ('… pp. 394-5-7') belongs to d1278 (n519–n520) and the middle entry ('1840 Mayo 12 Sta Barbara / Juan M.a Osuna al Prefecto / Remisio[n] de un indio preso. p 398-9') is d1279."
ca35-d220,35,220,n73,https://archive.org/details/168036072_80_17/page/n73,OK,OK,PARTIAL,WRONG,OK,OK,OK,OK,OK,"Read leaf n73 of 168036072_80_17 (Savage's ink '73.' at top right, stamp '74' below it). First entry: '+ 1839. Set. 18. Angeles / Tapia á Machado : Juicios Militares / Trascribe una nota del Gobierno sobre aplicacion ú observancia de Ordenes Reales que tratan del modo de enjuiciar á los reos militares en el caso de Brígido Maria. / pp. 531-2.' DATE WRONG in the month: the leaf reads 'Set.' (setiembre), not October — confirmed at 3× enlargement and matched by the other two datelines on the same leaf, '1839. Set. 2.' and '1839. Set. 27.' (catalogued as 1839-10-02 in d221 and 1839-10-27 in d222, so the month slip runs through this whole stretch). Day (18), author, recipient, orig pages (531–532) and the abstract are all correct. PLACE blank although the dateline gives 'Angeles'. Savage page graded OK: '73' is the copyist's own ink foliation on the leaf and C-A 35's catalogue uses that series throughout (343 of 343 numeric records have savage_page = leaf index), though the leaf also bears a stamped '74' — the same dual pagination that C-A 34 handles the other way. No omission: all three entries on n73 are catalogued (d220, d221, d222)."
ca35-d239,35,239,n79,https://archive.org/details/168036072_80_17/page/n79,OK,OK,PARTIAL,OK,OK,OK,OK,OK,OK,"Leaf read: 168036072_80_17 n79 (ink page '79' top right, library stamp '80'). Entry 2 of 4 reads verbatim: '+ 1839. Oct. 2. Sta Bárb.a / Miguel Alvarez á Camarillo — Recibo de dinero / p. 579.' Author, recipient, date, orig_page (p.579) and the abstract ('money received') all match. savage_page '79' = the copyist's ink number on this leaf (note the leaf also bears a stamped '80'; the catalogue tracks the ink number here and in ca37, the stamp in ca36 — see ca36-d74). place = PARTIAL: the leaf heads the entry 'Sta Bárb.a' but the place column is empty; the place is carried only inside the author string '(Sta Bárbara)'. This is systematic in C-A 35 (place populated in just 124 of 1,184 rows, vs 116/116 in ca36 and 607/607 in ca37), so a place-filtered query misses the volume. omissions OK: the leaf carries four documents (p.578, p.579, pp.580-1, p.582) and the catalogue covers all four as docs 238-241."
ca35-d365,35,365,n122,https://archive.org/details/168036072_80_17/page/n122,OK,OK,PARTIAL,OK,OK,OK,OK,OK,OK,"Leaf read: 168036072_80_17 n122 (ink '122', stamp '123'). Verbatim: '+1839. Dic. 31. Angeles / Machado á Tapia: Ofrece rendir las cuentas que se le piden tan luego como haga entrega del Juzgado de su cargo / pp. 873-4' followed by the terminal flourish 'Fin del Tom. V.' Author, recipient, date, orig_page and abstract all match; the catalogue's 'Fin del Tomo V' is a legitimate expansion of 'Fin del Tom. V.'. savage_page '122' = the ink number. place = PARTIAL: leaf reads 'Angeles' in the entry head but the place column is blank (carried only as '(Angeles)' inside author). omissions OK: two documents on the leaf (p.872 = doc 364, pp.873-4 = doc 365), both catalogued."
ca35-d408,35,408,n142,https://archive.org/details/168036072_80_17/page/n142,OK,NA,OK,OK,OK,PARTIAL,PARTIAL,PARTIAL,OK,"Leaf read: 168036072_80_17 n142 (stamp '143', copyist's ink '19' below it — this leaf opens the Tomo VI section, where Savage restarts his pagination). Head: '1841 Mayo 31 San Diego / Franc.o M. Alvarado = V.oB.o José de Jesus Moreno'; body: 'Estado que presenta el depositario de los fondos de la demarcacion de San Diego en el trimestre de Marzo á Mayo del corrte año'; page cite at right: 'p.127'. author OK (both names correct; the 'V.oB.o' role marker for Moreno is not carried). recipient NA (a financial statement; the leaf names no addressee). place, date OK. summary_fidelity PARTIAL: the abstract is accurate on the quarter, the income heads ('Derechos de tiendas y cantinas', 'Multas') and prisoners' food ('Al alc.e para la comida de los presos'), but the merchant is misnamed — the leaf reads 'Abonado á la tienda de E. Fitch' and 'Abonado á E. Fitch' (verified at 2x crop), i.e. Enrique/Henry Fitch of San Diego, not 'B. Fink'. orig_page PARTIAL: the leaf cites 'p.127' but the orig_page field holds the bare tomo numeral 'VI'; the true original page survives only in the summary's '(doc p.127)'. savage_page PARTIAL: blank, though the leaf plainly carries the copyist's ink '19' (the catalogue's own convention elsewhere would write 'VI·19', cf. ca37-d468 'XII·19'). omissions OK: the leaf holds only the tail of doc 407 ('hubo de dar en obedecim.to la contestacion corresp.te') and this statement; both catalogued."
ca35-d673,35,673,n247,https://archive.org/details/168036072_80_17/page/n247,OK,OK,PARTIAL,OK,OK,PARTIAL,PARTIAL,WRONG,OK,"Leaf read: 168036072_80_17 n247 (stamp '248', copyist's ink '124'). Verbatim (verified at 1.9x crop): '+ 1842 Jun. 20 S. Diego / Gongora al pref. del 2o dist. / Que no permite á Juan Osuna entre ó pase con su ganado al aguaje que media á igual distancia entre la casa de Ybarra y el corral de Osuna sito en S. Alejo por no ser suficiente el agua. p.968-9'. summary_fidelity WRONG: the party refused water is JUAN OSUNA (Juan María Osuna of San Diego), not 'Juan Ávila' as catalogued — the misnamed man is the document's whole subject; the abstract also drops that the aguaje lies midway between Ybarra's house and Osuna's corral. Author, recipient ('al pref. del 2o dist.') and date all match. place PARTIAL: leaf reads 'S. Diego' but the place column is blank (carried as '(San Diego)' in author). orig_page PARTIAL: field holds 'VI' (tomo only) while the leaf cites 'p.968-9'; the page survives in the summary's '(doc pp.968-9)'. savage_page PARTIAL: blank though the leaf carries the ink '124'. omissions OK: the leaf's four items (tail 'Flores Com.te militar de Sta Barb.a p.963-5' = doc 671; Jun 8 p.966-7 = 672; Jun 20 p.968-9 = 673; Jun 15 pp.970-1 = 674) are all catalogued."
ca35-d810,35,810,n299,https://archive.org/details/168036072_80_17/page/n299,OK,OK,PARTIAL,OK,OK,PARTIAL,PARTIAL,OK,OK,"Leaf read: 168036072_80_17 n299 (stamp '300', copyist's ink '41'). Verbatim: '+ 1843 = Enero 29 = S. Fernando / J.o M.a Villavicencio á S. Argüello / = / Remite 25 reses. / p. 240'. Author, date and the abstract ('remits 25 cattle', doc p.240) match; recipient OK — 'S. Argüello' legitimately expands to Santiago Argüello, prefect of the 2nd district in 1843. place PARTIAL: leaf reads 'S. Fernando' but the place column is blank (carried as '(San Fernando)' in author). orig_page PARTIAL: the leaf cites 'p. 240' but the field holds 'VII·?', a Savage tomo·page compound rather than the original page; the page survives in the summary's '(doc p.240)'. savage_page PARTIAL: blank, and note the '?' in orig_page asserts the copyist's page is unknown although the leaf carries a perfectly legible ink '41' at top right. omissions OK: the leaf's three items (tail of the Jones–Micheltorena convention ending 'p. 232-233' = docs 807/808; 'S.to Argüello á los jueces 1o y 2o … Enero 7 … p.234-239 (3 docs)' = doc 809; this Villavicencio note = 810) are all catalogued. Unrelated to this record but visible on the same leaf: doc 809's page cite is catalogued 'pp.338-9' where the leaf reads 'p.234-239'."
ca36-d74,36,74,n99,https://archive.org/details/168036072_80_18/page/n99,OK,NA,OK,OK,OK,OK,OK,OK,OK,"Leaf read: 168036072_80_18 n99 (stamp '100' top right; the copyist's ink '42' stands beside the first entry). Third entry verbatim: '1844 - Set.e 8 - Mont. / Micheltorena y Srio. Jimeno. / Circular sobre Decreto de la Asamblea en sesion de 26 Agosto (impresa: 3 ejemplares) - pp. 196-198 - (Vall. Docs.)'. Author, place ('Mont.'), date, orig_page and the abstract all match. recipient NA — a circular; the leaf names no addressee. savage_page '100' matches the stamped number at top right; flagging for the parent that ca36 records the STAMP here while ca35 and ca37 record the copyist's INK number (the ink on this leaf is '42'), so the column mixes two numbering systems across volumes. summary_fidelity OK, though '(impresa: 3 ejemplares)' and the '(Vall. Docs.)' locator are not carried. omissions OK: the leaf's three entries (pp.585-6 = doc 72; pp.187-95 = doc 73; pp.196-198 = doc 74) are all catalogued."
ca37-d59,37,59,n17,https://archive.org/details/168036072_80_19/page/n17,OK,PARTIAL,OK,OK,OK,OK,OK,OK,OK,"Leaf read: 168036072_80_19 n17 (ink '17', stamp '18'). Header: '+ 1834 - Mayo 22 - Mont. / Gob. Figueroa al Alcalde de los Angeles'; the graded entry is the continuation item 'Mayo 10. Que en las solicitudes de terrenos se tomarán las declaraciones de los testigos separadamente - pp. 138-9'. author OK (leaf gives no forename, only the honorific 'Gob.'). recipient PARTIAL: the leaf reads 'al Alcalde de los Angeles' and the catalogue records only 'Alcalde', dropping the identity-bearing qualifier (the catalogue does record such qualifiers elsewhere, e.g. ca37-d468 'Prefecto del 2º Dist'). place ('Mont.'), date, orig_page (pp.138-9) and savage_page (ink '17') all match. summary_fidelity OK: sense identical, though the clause order is rearranged from the leaf's 'se tomarán las declaraciones de los testigos separadamente' — the row is typed 'Savage abstract', not verbatim. omissions OK: all four items on the leaf (pp.133-7, 138-9, 140-1, 142) are catalogued as docs 58-61."
